content,score
"THIS IS A SCAM - DON'T FALL FOR THE 7-DAY FREE TRIAL! Doesn't matter if the developers write otherwise, I HAD to provide Credit card information AND was charged for the first month . I didn't like the app, uninstalled almost immediately and requested a refund. Google refused (developer and Google must have an agreement on this). Developers only give standard answers here and in e-mails but don't refund the money. YOU ARE SCAMMERS and SHOULD BE ASHAMED OF YOURSELVES.",1
"RE-SENT EMAIL TO NEW ADDRESS PROVIDED, NO RESPONSE. STILL NOT HAPPY Was charged for premium even though i didn't sign up, I've sent email on 15/1 and no response. Tried setting this up, agreed to the free trial, put in my details, 30 minutes later decided its not going to work for me. Cancelled the free trial and was charged the full amount???? Not happy",1
"I would rate zero stars if I could, app scams you into subscribing instead of a ""free"" trial. Useless app just scams you out of your money. The articles are basically just pinterest. I WANT MY MONEY BACK.",1
Very limited. Difficult to use. They wouldn't respond to my emails regarding a refund,1
"Awful app, hard to navigate, help center is not helpful. Agree with other reviews - complete scam. Very disappointed. Will try to get my money back",2
"Not helpful. Too expensive. Plus, I can not find a way to cancel the payment and stop app!! Send help!",3
A self-help app is useless if you have to pay for a subscription for it. I would rather deal with ads to fund your app than use people's struggles to pay for your updates.,1
DO NOT DOWNLOAD! There isn't a free trial! Even when you cancel the subscription the same day you downloaded they still charge you the $20! Waste of time and $. There are way better free apps out there!,1
Bad app,1
"Absolutely terrible. Charges immediately with out disclosure, then ghosts you when requesting a refund. Do not recommend. Never used, deleted immediately + unsubscribed only to discover I had been charged later. AVOID at all costs ****NEW pls note I contacted them AGAIN as they requested, and low and behold NO response yet again. Absolutely deplorable behaviour from a supposed ""wellness"" app.",1
"A lot of features gone. When I downloaded it previously, it was awesome, with a nice interface and plenty of features, but a lot of them have been removed, I.e. counter subtask, where it would let you add 1 point of progress to a counter. Now you have to separately have 1/2 and 2/2 tasks, which is very annoying. Another thing is the lack of an emoji search function. You just have to go through 100s of emoji to find the one you want. There also is no option to have ""x times per week"" ):",3
"Los recordatorios no tienen ningún sonido, sino estoy viendo mi celular no puedo saber si ya es hora de iniciar mi tarea.",1
I purchased this app and immediately found it would not work for me so I contacted them within less than 24 hours via email. I'm still waiting for their response or acknowledgement. I requested a full refund and cancelling the app. HORRIBLE CUSTOMER SERVICE. I do not recommend...,1
Fraud. I had to cancel everything in my Google wallet. They just keep charging different amounts.,1
"I installed as trial yesterday but was disappointed in the layout...nothing like the adverts...amd then to find I'd been charged £18.99 straight away! I have unsubscribed today via Google play...(within the 7 days).but have not received refund, nor can I find any other way to contact as I've uninstalled. Beware..it's not a free trial at all. In subscriptions, it says I'm signed up for the year, but for me, it's unusable...so need a refund There is no email listed either to contact.",1
"I should have done the 7 day trial before I purchased. Everything about this app is unremarkable, if not useless. It's not easy ro use. The UI/UX is both annoying and boring. I can't find where to cancel my subscription. I don't want to pay for this again.",1
I got through the whole question and answer part and then found out it's not free after the 7-day trial period. You should have said that up front. I have wasted my time.,1
Very poor service,1
no alarm,3
Scam,1
"I purchased 1 year accidentally because of the advertisement of 7days trial, but once i click it turned to 1 year 50% off?And the app helps nothing! The reminder doesn't work on time, I can't arrange the order of task, some task shows up after I deleted; somes js disappear ??!? MANY ERRORS! Other helping sections are nonsense (asking questions, that's all? Can't even write as long as I want). Also the daily rating is not fair!This app is very poor, sketchy, not worth the money. I NEED A REFUND !",1
The 7 days trial is a scam,1
"This is fake, how a ""free"" app MAKE you (because there isn't any free option) pay to use it? They make fake promises, ask you many things, and then, they show with pretty colors: ""if you wanna use me, pay me 🥰"" You must put in the description that you have to pay to use it, fakers.",1
"Totally frustrating and I will be getting money back one way or the other, but the app is fine unless you switch devices or you wanna use multiple devices.. I should have read the reviews. But you're forced to answer the same questions over and over. And then once you finally get through the questions. There's no where for you to log in.",1
Painfully long and useless intro leads to learning it's $80 for a year... pass.,1
"Es muy complicada de utilizar. Esperaba que fuese fácil y cozy, pero tiene pinta de timo. Un montón de preguntas al principio, un montón de promesas de cambiar tu vida, luego venga a pedirte dinero y buenas opiniones sin haberla usado, y al final es hacerte una lista de tareas complicadísima y sin ayuda. No la recomiendo. Ojalá aparezca una que me dé lo que prometía esta.",1
"Push notifications don't work 95% of the time for recurring tasks, completely useless. Customer support also useless, told me multiple times to enable notifications for the app in my settings, which I told them multiple times I had already done. Their default canned response to any feedback is ""we're already working on fixing this"" before you've even described what the problem is. This app should be taken off the store.",1
Very disappointed you can't access anything with out paying very misleading. Now even hard to cancel free 7 days,1
"Used briefly, didn't seem like it was going to do much for me, so I cancelled my subscription (same day) and uninstalled. Despite the 7 day free trial, it charged me immediately and I had to go through the hassle of asking Google for a refund. Dishonest behavior.",1
22$ for 1 year ridiculously I did all the stupid questions and then I have to pay?! Oh there is a free trial THAT YOU NEED TO ENTER CARD DETAILS worst app ever,1
Have to pay! Not free at all! Uninstalled.,1
Sad you have to pay for it.,4
"The reminder is just a notification. I'm not on my phone 24/7. I downloaded to app because I wanted to be reminded to drink water as shown in the ad but the reminder is not good at all. The reminder has no sound too. I feel very much deceived by the app, and it's a total waste of money. I was supposed to be on a trial for 7days but my money was taken, having deceived me into paying at a discounted price and not giving me the 7day trial; i expected to get my money's worth atleast. I need a refund",1
"Absolutely horrific app. glorified check list. waste of money and lies about the 7 day free trial. No way to refund it. Absolute scam, do not download or purchase",1
"TERRIBLE! THERE IS NO FREE TRIAL FOR PREMIUM FEATURES!!! it sucks you in and looks so different to how it actually is, I thought it would help me to organise my daily life with weekly house keeping chores, but nope. After the questions at the very beginning before you can even look at the app it asks for an annual subscription NOT a free trial to premium but an annual commitment with no cooldown. So there goes any post Christmas change I had. I'll be reporting this to ACCC.",1
Why can you copy some tasks but not others? It makes it highly inconvenient,4
"I uninstalled right away. After answering some questions the app blurted: ""Let's make a contract!"" and asked me to sign. I refuse to sign promises like: ""I'll be worry free!"" How can I possibly be *worry free*? I'm a human being! Also, not signing any ""contracts"" of any kind where I promise to be more productive, achieve my goals etc. It's just toxic. It doesn't motivate or encourage me at all, it just sets me up for disappointment if I a goal is not met. Might work for someone. Not me.",1
im really bad at focusing on school work and i think its all going to change this year😄,5
The entry was so long. Then it asked me to pay. Wasted my time.,1
"I tried to login using my new phone and I need to retrieve my subscription from there. They gave me a canned response without understanding my concern. The 2nd time they replied, they gave me an instruction how to do it but the section ""Manage My Subscription"" is not in the My Profile menu. There's no way to do that! Total waste of money!",1
"I've been using it for some time and it's really helpful. But I don't really like how I have to view and use the app with wifi, it really annoyed me cus I'm usually out without wifi and I can't complete my tasks on time. Please consider making your app accessible offline!",4
"Answering 50 bloody questions before I could get anywhere, then! It says how much it costs AFTER spending 10 bloody minutes filling out a stupid questionnaire. I just ended up deleting it, too much Hassel just to try and use the app.",1
"I am totally disappointed of this app, advertising is not true as shown on app, they showed up everywhere when surfing the web and I could not pass forward from the ""one year subscription"" theft and got my money and now, I don't even have an option to see my account, not getting any freaking reminder. Do not DOWNLOAD OR INSTALL this thing.. It is worthless completely.",1
"If i wanted a list, I'd use notepad. SCAM",1
Bad do not recommend!!,1
"This is a misleading app, would not recomend, its gotten to the point where its basicaly forcing you to pay multipule times. Dont install this app its just a big waste of time.",1
Not free but does have a 7-day free trial,4
"Listed as ""free"", but that's only a 7 day trial. Very misleading 😡",1
App doesn't suit for person who is expirienced war and terror and make PTSD symptoms worse. Also other languages except English is not supported. Developers didn't add auto translated or community translations as well. Also all content not unique and available for free in the Internet.,1
"Horrible app, took payment for a year even though it was meant to be a free trial. Not very well layed out and not as advertised very unhappy",1
It charges people for no reason why they can't thayhave a premeon version and non so most people can have orginsisd lifestyle,1
"not a great experience, just a simple todo list. cant even delete tasks that you've accidentally created",2
"Complete con, doesn't want to help you, just wants your money. As soon as it asked for payment I deleted it. I wanted help not to be ripped off. This is why the world is so messed up, people reach out for help and others just want to rip them off or destroy them all the time. That's why people don't ask for help and just struggle alone.",1
"I have installed the app, spent like 10 minutes answering questions and that's all you can do for free. I wanted to subscribe to access a free trial, but payments are broken, support is a useless AI assistant. So it was just a waste of time.",3
Didn't get free week. Had to give them payment info to even see app. Most apps will cancel and refund payment within trial period. Not this app. Trying to cancel within first few days of using and unable to get a refund. Been very difficult to cancel. Will hopefully get a refund from email I sent company.,1
"Warning, they offer a trial, yet charge you right away. Not sure how to get my money back as I canceled the subscription.",2
"Me+ is an awful app, I have payed over £50 and it hasn't helped me in the slightest. I still have no time, I'm mentally and physically unhealthy and I have thousands of things to do. I 10/10 do not recommend!",1
It's okay it's kinda annoying because there is no alarm that I can set,3
How do I get a refund! I just wasted 21 dollars by downloading this stupid app. 😒,1
"Don't sign up for the free trial, I got charged the fee and I signed up and canceled the same day as it wasn't what I thought it would be. So now I'm stuck with a useless app I paid for even though I had 7 days to cancel 😞",1
"It's not free, you have to pay for this very misleading",1
No refunds policy if unsatisfied. Poorly designed so routine cannot be edited or modified. Don't waste your money on this!!!,1
I only signed up for the free trial but was charged £18.99 I've requested a refund so let's see if they are thieves or not.....,1
"This is probably a fine app but I'm annoyed because I feel tricked. If there's going to be a mandatory subscription fee don't wait to tell me until I've wasted 20 minutes of my life answering all your questions. Tell me upfront. Before I waste my time. I understand you guys need money, but tricking people into going thru the hassle of installing and answering a bunch of questions, making it look free, just to spring the subscription on them 30 minutes in won't win you that. Sorry. 😔",3
"Huge waste of money and ultimately useless. There are no notifications, so nothing to help you keep track and remind you of your tasks. There's no setting button, so no way to even configure this. You can't edit tasks once they've been made, so if you need to change anything you have to delete it and start over. They push you into buying a subscription by offering you ""once in a lifetime discounts"" before you can even try the app at all to see if you like it. Then they refuse to refund you.",1
"Not as advertised. It's a tick box to do list app that forces you to pay so many times. I needed it to help with my routine, but it just gives me more anxiety. You can view others lists but you have to pay to add the ideas to your own. You're really gonna make me type all of that out just so I don't have to pay? Other apps offer you ideas for lists and help you keep track, this one will kill you with tedious tasks making your anxiety spike.",1
I hated it so much thank you for the bad app,1
Horrible app it takes money!!!!!,1
Being. Charged for this app is not mentioned in the beginning and canceled app is frustrating how they can help themselves to your pay accounts on your phone not happy with this app,1
"I canceled the app on the same day I downloaded (18th December) as I realized it wasn't what I needed. There was a seven day free trial ... HOWEVER, MY CARD WAS CHARGED USD$19.99. Why was Mt card charged!??!? This is totally unacceptable and I need a way to contact the relevant person/s or to be contacted to get this rectified.",1
Many users will lose because of placing payment fees on most things. Payments should be reduced for those who cannot afford it. Making everything money will make many delete the application despite its beautiful idea.,1
actually helped me alot with anxiety and cleaning problem,5
It's very bad it wants me to pay,1
At this point just delete your app 🤣 literally no one liking this app. How bad of a company do you have to be to make it so bad that the majority of people hate the app.,1
"Notifications do not go off as assigned through app. I've made sure everything is configured correctly in my permissions and app settings, however, reminders continue to be inconsistent. Having purchased a year subscription I am finding this incredibly frustrating as the app has exactly the features I needed, but if notifications cannot be corrected it is useless to me.",3
Spent 10 minutes on intro quiz only to THEN be told it costs money. Very disappointed. Tell people upfront if your service costs money.,1
I hate when you have to pay for premium it makes it inaccessible for a lot of people.,3
Stupid price,1
Worst app.accidently ordered a subscription and when asked for a refund it says you can't get a refund.for real?,1
My experience was horrible they make you pay only for the third task 🙄,1
i hate it very much it keeps telling me to get a premium and can only add 2 task once a day and its really anoyying,1
"I don't feel comfortable giving them my thumbprint. Since there was no other way around it, I deleted it.",1
You can only put two tabs for the day than I makes you pay terrible,1
"This app is trash. I bought it because the rating was so high, but I'm not sure how because when you read the reviews, they're all bad. Buyer beware!",1
"Unoriginal, uninspiring, useless. Didn't ""change my life"" or even one day of my last semester. Waste of money and big disappointment as (for someone living in my country) it's not cheap at all.",1
I dont like it It wants me to pay lots of money i hate it,1
"When an app spends the first 5 minutes of opening the app with a PowerPoint presentation of why I should purchase the app, I'm gonna have to go with my gut and say no. Annoying and money hungry.",1
"I never uninstalled an app so quickly! I found it absolutely useless for my life. I probably had it no longer than an hour before I uninstalled it. I purchased the subscription to see if it was something that could help me since the first 7 days were a free trial. So, imagine my shock when I was charged the very NEXT DAY!!!! I had already canceled the subscription so I WOULDN'T be charged! Now, Google won't refund me.",1
"I paid for this app but I hardly use it and actually kind of hate it. The interface isn't great. It's too hard to add, remove and organize goals and tasks. There is also way too much fluff, unneeded and unwanted clutter. It's a lot of garbage I don't want instead of actual functionality.",2
I clicked for a free trial and they charged me £18.99 absolute CON. Avoid at all costs. Its is not liked advertised. Update - I have emailed you and I have received no reply. I also contacted you on Facebook and still no reply.,1
They are fooling us and collecting our biometrics..which is such a crucial data...to start with they ask us to long press the option given on screen and collecting our fingerprints.This is against data privacy..they will collect this data and can easily misuse..Stop cheating ppl!!!!,1
Scam app,1
"Don't download this app, they won't notify you, they just simply deduct your money. Waste of money, hate it.",1
Got charged once I started free trial Very misleading and bad experience,1
"Can only use app if you pay subscription fee, otherwise your stuck on the first screen. No trial.",1
This app is horrible. What a waste of $20. I'm so disappointed and angry,1
"This has changed me for the better.I have no idea why I didn't start using this earlier.the only complaint I have is that there are a few too many things that are premium,but other than that this is a 5 star review!",5
"Horrible app. They charged me for 1 yr subscription which i didn't like, I tried to request for a refund on the same day they got the money but they didn't approved it tried to contact the developer for the same request but havnt got any response till now. I just used it once and since it seems like garbage didnt use it again. Give my money back!",1
"Grammar mistakes throughout the initial questionnaire. It's not a free app either! Once the questionnaire is completed, you're asked to do a 7-day trial and harassed after until you part with your money.",1
"Can't add more than 2 tasks without having to pay premium, so dumb, uninstalling",1
"I liked the app and purchased the premium version, but I think it's horrible that you can't share your account on more than one device. For me it would be very important to synchronize with my tablet",3
"I'm very disappointed. It's not at all what I thought it would be. They need to make their templates more customisable. It has potential but as of right now, it's nothing I couldn't do on the calendar on any of my devices. And, unfortunately for me, I had a brain fart and paid for a year's subscription without giving it a trial. I guess I was seduced by the pretty imagery. Don't make the same mistake. Some love the app, but don't be like me. Try before you buy.",2
"I was automatically charged Yearly subscription after the trial, which I don't click the yearly subscription & I also didn't get any notification that my trial will be end. This is like scam, all other apps will notice or ask our approval to proceed subscription after trial end. Please give back my money... I didn't care if its monthly subscription but it's yearly subscription, cost me almost RM200... very expensive & didn't help me much",1
Can only add 2 routines before it makes you pay. Pathetic,1
"I sadly didn't really like this app, because it will not let you put simple things like drink water on the to-do list unless you buy a membership or something. I was really disappointed when I saw what it is really like. Pop-ups wouldn't leave me alone, and it wouldn't save some changes that I made.",3
Worst app,1
Really awful I can't put more than 2 things to do the system is very bad 👎,1
Terrible. It's too expensive and I couldn't even use it for more than 2 mins without it telling me to pay,1
"I demand a refund! This app has done nothing useful to me. I don't even know how to use it.I even need to go to Utube and find out how to use it. The developer should provide guidelines or video demo how to use this.I set it up 5 times to see how it works, but it does nothing.No notification! No alarm! Or a reminder appears on my screen at all. It is better for me just to use manual alarm in my phone to set up all my routine.How do you expect me to check my phone every 5 min when i already busy",1
If you could use it without it costing it would be absolutely wonderful but there is no way I could ever afford the cost :(,3
"Have to pay right away. Lied about ""in-app purchases"" it's flat out pay no matter what. May be worth the money but you lost me with that initial lie.",1
This app wasted 5 minutes of my life just to tell me it's a paid app. Stupid.,1
"Ok here is the problem. As a new user I just overwhelmed by the premium amount, and there is no way for me to get the trial first and pay later. Inorder for me to get trial I need to do the subscription first. And no one would do subscription till what the app can give.",3
"Not very intuitive in the UI department, no use tutorial, and no way to look at or easily group your tasks. Weird and huge amount of focus on the habits of TikTok influencers. The worst habit planner I've tried that wasn't completely dysfunctional. Don't recommend. Their claims that you'll be a new person are so wildly overblown that they should be taken to court for false advertisement.",2
You have to pay! IT SUCKS!,1
"Dude. Who can pay 9.99$ a month for an app???? You're not even a real service. I just want an organized checklist. That price is CRAZY . And before you even say it, 40$ a year is still a LOT for a pretty checklist app. I'm very sad about this :(",1
"Worst application, don't use it, they will charge you full monthly fees on day 1st of trial. They don't even respond on refunds",1
I was attempting to see if this app would be useful but it only let's you schedule 2 tasks in the trial. It's useless if it doesn't allow me to actually try it out.,1
This app is nonsense you can only get 2 routine points that's not great,1
Very basic set-up. I thought it would explain to me how to create a daily schedule and guide me through it but it literally just gives me suggestions what I want to do during the day and can tick it off ones I have done it. I can literally do the same on a piece of paper. Disappointed!,1
"I have canceled my subscription only 2-3hours after i subscribed the app.. But then i found the app is not convinient for me.. I have received the email, my subscription has canceled.. But the subscription fee not refunded to my account.. Its Scam !!! What a shame !!!",1
"The amount of ads and pop-up screens pushing you to subscribe is absolutely ridiculous. It put me off the app completely. Additionally, if you don't subscribe, the app is basically useless; you can add two tasks per day and that's it. You can use your phone's calendar to accomplish the same thing, and more, with no extra expense.",1
Hahah not the best,1
Hate it,1
Stupid and useless thing,1
It's bad 🤬👎,2
Paid the app not very useful. I changed my phone and decided to use it more the plan I paid desperate,1
Has potential and design is aesthetic. Ordering lists is broken and I was tricked into losing my 7 day trial for 50% off price. I found this predatory and I can't even use the app how I need it so pretty annoyed.,2
"Nothing special. You click things if you've done them. I don't see how this helps when you're having a hard time being productive and stop procrastinating. There's nothing motivational, there's nothing fun, there's nothing. It's literally just a list a mile long of what I gotta do, and if anything sometimes it's overwhelming. Also no reminders. Ive changed all the settings I can but I don't get a ""hey have you drank water today?"" I paid for a year. Not satisfied and can't even get a refund. Booo",1
Not free at all! Have to get a subscription to continue! Please read reviews! Update: I get it covers cost. Shpuld probably put that somewhere. The way you are going about it is scandalous.,1
Disgusting app. It take 3000₹ for only a simple daily routine planner. Then what should I do without money on your app. We indian thought 100 times when purchasing Netflix subscription and you want to sell me a daily routine planner plan for 3000₹ yearly. What is it ? Disgusting 🤬😡👎,1
The app opening whenever it wants its inconvenient and annoying,1
"Do not download this application. They charge you £18 which i paid as i thought its exercise videos app. Unfortunately, without paying money, it wasn't proceding, and when i paid, i did not even start using it, and it started asking me to give reviews first before even checking the application ..well after knowing this is not the application which i want i unsubscribe it and ask my money back but no response from the application ..they are scammer do not trust on reviews as well",1
I really do not like that there are no notifications it is my only complaint I feel like that is a big thing missing,4
"I've had nonstop trouble with this company this year, unfortunately, financially for me.",1
"Had it on my previous phone (broken two weeks ago) used it all the time and was able to add as many tasks as I wanted for each day. Upon buying a new phone I downloaded the app, only to find I can now only have two tasks per day, and when trying to add another I'm forced into a purchasing screen for the ridiculous plans. Literally just download any other app, this one's useless 🥱",1
"I believed it was a monthly subscription, allowing me to assess and decide whether to continue each month. However, I was charged 3900 Rs even after canceling the subscription. I haven't used the app for just one day, and I am seeking a refund. Could you please guide me on the process for obtaining the refund?it was very worst experience on the google pay",1
"I like how this app started. I feel excited every questions I answer about myself. I want to be productive and no to mañana habit, that's why I install the app and hoping this will help, but when I tried the 7 days free trial it always says failed. And the payment really cost me a lot since my currency is PHP, for us Filipinos dollar is a very big amount, money is not the issue, the issue here is I cannot proceed and always says failed!!! So disappointing!!",1
HORRIBLE APP When ever I tried to add something to my plan an advertisement came that asked me to spend money dude srsly!? If you had me set up only 1 goal before having me pay don't MAKE A FREE VERSION,1
I did not sign up for the yearly plan but was charged $20. This app is nothing at all special I'm deleting it and it's a scam.,1
Horrible,1
This app is pathetic after adding 2 things it started asking for subscription.... Weird app don't go for it,1
You have to pay to do the app the worst expiring of my life,1
The amount of adds is so annoying g I hate it because e of that and that only,2
ya no worst app dont get it its a waste of time i litterly have to by to get more things all i can do is set my bed room and i cant eaven press drink water or medataite its just by this by that just dont get this app its a waist of time 😡🤮,1
it's a good app but paying later can be a bit of a problem that's the point I don't like,3
"Every time you add task, your subscription offer pops up. So annoying!",1
"Its horrible. I thought at first that it was going to ne good and actually help me but if u want more than 1 Reminder than u have to pay a subscription. I tried everything but u just have to pay otherwise u can't get pretty mutch enything. The ads don't tell h about the subscription or eny money, so I think its a scam. AND IT COSTS £20 A MONTH",1
Qont let me add any things on my routine im sooo pissed 😤 today i woke up a 830am and my school starts at 840am do not get waist of time!!!,1
"I got this cuz I needed an app to help me set reminders for stuff but this is really bad for that. You can only set yourself two tasks before you gotta pay to use the app, and reminders don't work at all. I haven't gotten a single reminder since using this app. Maybe I need to open it to get the reminders? But what's the point of SETTING REMINDERS if i have to go out of my way to get them anyway?? I'm really disappointed. This app really looked promising...",1
Waste of money!!!,1
They Charge! Tell me RIGHT UP FRONT that the app cost money BEFORE I go through a big sign in. If I knew the price UP FRONT I might try the free trial and pay later. But If You Let Me Go Through A Long Sign In THEN want To Charge Me NO!!! Uninstalled.,1
"The app looked friendly but after using it a couple of days I find myself frustrated with the fact that you cannot edit the entries, schedule them in advance without being a cyclical habit. Also, and this is actually infuriating, the reminders don't work. Tried them a couple of times, no reminder, no notification, nothing 😑",1
It asks you all these questions in the beginning just to turn them into a dumb slaes pitch. $20 for a routine app? Whoever came up with this bs is out of their mind.,1
"It says 7-day free trail but you will be charged. Money will deduct & these people will say process to cancel it but it cancels only renewal not the current year. It's a bait to get money. Customer support option is not there in app. No direct way to contact. So if you are facing any issues with payment, subscriptions then it's hard to address these concerns. I personally feel it's not worthy to pay 999/- per month for this app. Oh ya & you get subscription failed message after money deducts.",1
"This app. has absolutely nothing more than a calendar with no tutorial on how to use the it. The only thing I could find was articles about ADD which you could just find on Pinterest... *** Oh, & my bank thought it was fraud so there's that! *** Wasted time & money. How this has such a high rater, I do not understand.",1
sorry bad,5
I apparently subscribed to this app accidentally ... I didn't even know it was charging me till I deleted the app and Google warned me that I was subscribed,1
"It has helped me so much. before I had downloaded this app I was going though a bad bad mental state and then on top of that my partner broke up with me and it was just really bad for my mental health I was going down the hill of ""I don't want to do anything I just want to die."" very very fast and it got to a bad point. I was laying in my bed and scrolling my social media and saw this and thought that I should try this and it helped me so much if I didn't have this I would still be the way I was",5
Very very bad,1
You shold pay to add some habit. So bad,1
It won't let you add anything I hate it me+ change it,1
"TOTAL SCAM DO NOT GIVE THESE PEOPLE AUTH FOR THE FRES TRIAL, YOU WIL GET CHARGED IMMEDIATELY AND THEY WIL NOT REFUND YOUR MONEY!!! SCAM SCAM SCAM",1
DO NOT BELIEVE THE 7 DAY FREE TRIAL. I accepted the 7 day free trial and it asks for credit card info. I am thinking I will be charged after 7 days but I am immediately charged for the year. Very unsophisticated app. No refunds 10 min later. :(,1
horrible,1
I am not able to any via UPI...is it a scam?,1
Charged me when I cancelled. Emailed for a refund but no answer don't get this pointless app,1
"Not really worth having unless you're willing to pay for a subscription (doesn't even tell you what the subscription gives you), would just stick to using your phones notes app and setting calader reminded. Waste of time.",1
"I still find it really messed up that you need a subscription for a to do list yall know how stupid that is? Not just this app but every related app is the same this one wouldn't let me add more than one thing to my list without the subscription, on top of that it's kind of disgusting to see that even the smallest most simple things are monetized from task lists to videos its just kind of sad. This app also advertises more than it's worth and tries to scam you around every corner to get that sub",1
It is a scam!!! Be careful!,1
"App asks you too many questions at the beginning, and the questions doesn't has any sense, things like: ""Do you want to be more productive?"", I downloaded the app because that says the description... At the end of 10 unproductive minutes filling a no sense form, app ask you to purchase a plan to continue I don't have problem to pay for a productive app, but I hate apps that makes me loose time",1
Awful app. You have to pay to use it,1
"I'm sorry but this app is terrible, every time I try to add something on my planner this subscription shows up and then I wont be able to add it.",1
Worst app ever,1
"Trying the trial and ended up charging my card, not useful, no notifocatios, useless.",1
Bad,1
"Took money out of my account without my permission left me with no money to feed myself or survive for the week, horrible!!",1
Ok I thought it would be like a checklist and all that from the add but oh boy I was wrong I can't have over 2 checklist I need to have more than 2 checklist and I need to have a subscription no I would even give it a zero stars but I can't so take a 1,1
It doesn't even help you plan anything? No reminders? It's very strange,1
"Cost $20, no trial, no notice until installed",1
! good app but it isss not freee bruhh why long time ago i used it with no problam what is happening why i have to pay 59 gell for nothing??!! make it freeee,1
"A planner designed for people who tend to lose track. With a NO REFUND policy. Which proves they don't care about us, just the money. If I could give zero stars, I would. Oh, and there is no way to contact the company to complain directly, so you're SOL on protesting beyond leaving a 1 star review.",1
"I don't feel like this app does what it advertises. All it does is give me option to add tasks, which I could do myself in my notes on my phone. No real guidance or structured help. Waste of money.",1
"This app is not free at all, to even add anything to your routine you need to pay. Do not get this app unless youre willing to pay.",1
No idea how this has a majority 5 star rating but it really sucks. You shouldn't have to pay just to get more than one task.,1
"This app sucks. It isn't as free as it advertises. After trying to add a third item to your schedule, it constantly has pop-ups trying to get you to pay for the app. In the end, this app is trash, and I don't recommend it at all.",1
VERY DISAPPOINTED Can add at least one thing and then you just have to start paying they made a new update and I used to love this app it was so great but now you have to pay so I don't really recommend it I really recommend FINCH it's an app and you don't have to pay for anything and it motivates you I have no idea where all them five stars have came from cuz this app is no 5 star,1
It keeps saying I have to pay to do the list! I DO NOT RECOMMEND THIS APP ITS A WASTE OF TIME!,1
good as idea but soooo bad because everything need to pay money,1
I hate it sooooooooooo much you have to pay for evrything,1
Costly and experience is bad,1
"A was very disappointed 😞 , nothing works in this app unless you pay for it. So why you tell us that you have 7 days trial????",1
Not a free app. Highly deceiving,1
"Meh! I've had better... And, oh hell no! It's a trial! Only a trial!!! OH lord, there's no hope if your severely depressed, and u desperately need this app, and u find out its only been part of a ""trial basis""! Like I just did! This is where n when bad things start to happen! The voices! The demands! And the GODDY MAA SHUCK DEE DAY. (Screamin in the background) GODDY MAA SHUCK DEE DAY (way more screaming the sound of feet being dragged!) Did ya really have to charge for this app?",1
Impossible to cancel. App is worthless and now I can't cancel the subscription.,1
"Very conditional, asks u to buy subscription every minute, features aren't that great",1
Week has passed and NO RESPONSE ON REFUND! APP DOES NOT WORK After only owning this app for a few hours i quickly realised i needed to get a full refund! 1st i keep getting a notification to do a task every 2 minutes that isnt set to be done until tomorrow (BUG!) 2nd editing tasks is nightmare you can only edit tasks on a specific day 3rd you cant set the tasks to be in a specific ordwr your evening and morning tasks are all jumbled up randomly. Very dissapointing. Currently waiting on refund.,1
Horrible! Tried to use the 7 day free trial... They charged me on Day 1. Reached out on Day 2 about getting a refund and making sure to cancel the subscription because the app is complicated to set up and not worth the cost. Been trying to get a refund for almost 2 months now and still getting the run around! HORRIBLE!,1
I was going to start the free trial but deleted the app before I even started. Between grammatical and spelling errors I knew it wasn't worth it. Based on other reviews it's a basic app that you have to pay for and it's a waste. Glad I deleted.,1
Scam,1
App sucks if I could give it no stars I would!!,1
"Nothing wrong with paid apps, but if an app is functionally useless on it's free version, then it is a paid app and should be advertised as such. Two tasks is not a useful routine builder. You're not paying for extra features, you're paying for the app to work as intended. It's misleading.",1
Uninstalled because the fake onboarding was so ridiculous,1
this app is not free please don't installed this app.,1
No se puede usar ni la prueba gratis sin ponerle tarjeta.,1
"Reminder is not working. This app is pay to use, and I san not use it, because it is not working. I think it can be stealing, if you took money form someone and then did not give what they paid for",1
Very bad you can only have 2 reminders before you have to pay absolutely horrible,1
because you so bad because you do all things with money with ask me when some one it's poor and want to organised her life why huuu😡😡😡,1
This app sucks. It forces you to have to buy a membership if you want to add more routines to your day. I'm not keeping this app if I'm only allowed one routine before I'm forced to pay $19.99.,1
This app sucks! It freezes every time I try to organize tasks. I've uninstalled and reinstalled. Huge waste of time and money! There's no log in or anything either so you have to completely start over with EVERYTHING when you redownload. Super disappointed!,1
"It is an application that does not let you unsubscribe, there are no options. I uninstall it and I still get billing notifications. It has 4.7 stars but all its reviews are bad, so I even feel that it is a deception that they have that app with 4.7 stars, it is impossible. I want to block this app and remove it completely. Practically wants to force me to stay and make the payment no matter what. It's the first time something like this has happened to me.",1
"Basically useless unless you're willing to pay $20/year. You can add one daily reminder, and then everything else is behind a paywall. Bummer, I was excited to use this app!",1
"Amazing potential, but many little things don't make it worth the 21EUR that I paid for it. Why can I not edit my habits that are not due today? And the emoji list is a mess, some emoji are missing and others are double. Not sorted properly. Please update, I really like this app and it is so sad that these little things take away from the experience!",3
Wanted to improve myself but you need to pay to add more the 2 items on your checklist absolutely trash I would rather just write my schedule on a peice of paper. Maybe I'm just using the app wrong but this app sucks,1
"Won't let me add tasks, the discount add keeps popping up and it is so annoying.",1
